title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category,ar_fillna,np_fillna,publisher_fillna
The Burglar Who Painted Like Mondrian,Lawrence Block,3.88,eng,311.0,2063,103,7/26/2005,HarperTorch,Bernie Rhodenbarr,5,7,26,2005,21,1,от 100 до 500 стр.,3.88,311.0,HarperTorch
The Burglar Who Liked to Quote Kipling,Lawrence Block,3.83,eng,304.0,2473,138,3/1/2005,HarperTorch,Bernie Rhodenbarr,3,3,1,2005,21,1,от 100 до 500 стр.,3.83,304.0,HarperTorch
Out on the Cutting Edge,Lawrence Block,4.07,eng,244.0,2383,115,12/7/2000,Orion,Matthew Scudder,7,12,7,2000,20,1,от 100 до 500 стр.,4.07,244.0,Orion
Writing the Novel: From Plot to Prin,Lawrence Block,,eng,197.0,347,36,10/28/2002,Writer's Digest Books,-,0,10,28,2002,21,1,от 100 до 500 стр.,3.95,197.0,Writer's Digest Books
The Burglar Who Traded Ted Williams,Lawrence Block,3.89,eng,384.0,2190,98,10/25/2005,HarperTorch,Bernie Rhodenbarr,6,10,25,2005,21,1,от 100 до 500 стр.,3.89,384.0,HarperTorch
Gilda Joyce: Psychic Investigator,Jennifer Allison,3.89,eng,336.0,5227,400,11/23/2006,Puffin Books,Gilda Joyce,1,11,23,2006,21,1,от 100 до 500 стр.,3.89,336.0,Puffin Books
Boeing Versus Airbus: The Inside Story of the Greatest International Competition in Busines,John Newhouse,3.63,eng,254.0,247,28,1/16/2007,Alfred A. Knopf,-,0,1,16,2007,21,1,от 100 до 500 стр.,3.63,254.0,Alfred A. Knopf
Fabulous Small Jew,Joseph Epstein,,other,352.0,192,29,7/6/2004,Mariner Books,-,0,7,6,2004,21,1,от 100 до 500 стр.,3.95,352.0,Mariner Books
Feast: Food to Celebrate Lif,Nigella Lawson,4.15,eng,,7285,86,10/27/2004,Hachette Books,-,0,10,27,2004,21,1,,4.15,296.0,Hachette Books
How to Be a Domestic Goddess: Baking and the Art of Comfort Cookin,Nigella Lawson/Petrina Tinslay,3.97,other,374.0,251,18,11/14/2001,Hyperion Books,-,0,11,14,2001,21,2,от 100 до 500 стр.,3.97,374.0,Hyperion Books
Forever Summe,Nigella Lawson,4.0,eng,279.0,4230,43,6/2/2005,Chatto  Windus,-,0,6,2,2005,21,1,от 100 до 500 стр.,4.0,279.0,Chatto  Windus
The Anglo-Saxon,James Campbell/Eric John/Patrick Wormald,,eng,272.0,550,28,3/28/1991,Penguin,-,0,3,28,1991,20,3,от 100 до 500 стр.,3.95,272.0,Penguin
The Final Frontiersman: Heimo Korth and His Family  Alone in Alaska's Arctic Wildernes,James   Campbell,4.21,other,320.0,1179,141,9/13/2005,Atria Books,-,0,9,13,2005,21,1,от 100 до 500 стр.,4.21,320.0,Atria Books
The Untamed One,Ronda Thompson,,eng,320.0,925,42,5/2/2006,St. Martin's Paperbacks,Wild Wulfs of London,2,5,2,2006,21,1,от 100 до 500 стр.,3.95,320.0,St. Martin's Paperbacks
The Cursed One,Ronda Thompson,4.02,eng,,1006,46,11/28/2006,St. Martin's Paperbacks,Wild Wulfs of London,3,11,28,2006,21,1,,4.02,296.0,St. Martin's Paperbacks
The Dark One,Ronda Thompson,,eng,,1734,98,11/1/2005,St. Martin's Press,Wild Wulfs of London,1,11,1,2005,21,1,,3.95,296.0,St. Martin's Press
Call of the Moo,Ronda Thompson,,eng,352.0,126,8,1/1/2009,Love Spell,-,0,1,1,2009,21,1,от 100 до 500 стр.,3.95,352.0,Love Spell
Bad,Francine Pascal,3.97,other,,728,6,7/10/2002,Simon & Schuster Childrens Books,Fearless,13,7,10,2002,21,1,,3.97,296.0,Simon & Schuster Childrens Books
Fear,Francine Pascal,3.97,eng,208.0,436,6,9/1/2002,Simon & Schuster Childrens Books,Fearless,23,9,1,2002,21,1,от 100 до 500 стр.,3.97,208.0,Simon & Schuster Childrens Books
Twisted,Francine Pascal,3.94,eng,240.0,1582,24,6/22/2002,Simon & Schuster Childrens Books,Fearless,4,6,22,2002,21,1,от 100 до 500 стр.,3.94,240.0,Simon & Schuster Childrens Books
Run,Francine Pascal,3.93,eng,205.0,2262,50,3/1/2000,Simon & Schuster (Trade Division),Fearless,3,3,1,2000,20,1,от 100 до 500 стр.,3.93,205.0,Simon & Schuster (Trade Division)
Killer,Francine Pascal,4.03,eng,,784,12,11/6/2000,Simon & Schuster Childrens Books,Fearless,12,11,6,2000,20,1,,4.03,296.0,Simon & Schuster Childrens Books
Tears,Francine Pascal,3.97,eng,,644,11,5/1/2001,,Fearless,15,5,1,2001,21,1,,3.97,296.0,Vintage
The Shawshank Redemptio,Mark Kermode/Rob White,4.43,eng,96.0,725,42,8/26/2003,British Film Institute,-,0,8,26,2003,21,2,до 100 стр.,4.43,96.0,British Film Institute
The Real Frank Zappa Boo,Frank Zappa/Peter Occhiogrosso,4.13,eng,352.0,4934,223,8/3/1990,Picador USA,-,0,8,3,1990,20,2,от 100 до 500 стр.,4.13,352.0,Picador USA
Homegrown Democrat: A Few Plain Thoughts from the Heart of Americ,Garrison Keillor,3.96,eng,288.0,1182,134,8/29/2006,Penguin Books,-,0,8,29,2006,21,1,от 100 до 500 стр.,3.96,288.0,Penguin Books
Good Poems for Hard Time,Garrison Keillor/Charles Bukowski/Robert Burns/Hayden Carruth/Raymond Carver/Billy Collins/Noël Coward/Carl Dennis/E.E. Cummings/Emily Dickinson/Stephen Dobyns/Fleur Adcock/John Donne/Rita Dove/Stephen Dunn/Lawrence Ferlinghetti/Robert Frost/Erica Funkhouser/Donald Hall/Patricia Hampl/Thomas Hardy/Jim Harrison/W.H. Auden/Jennifer Michael Hecht/David Ignatow/John Keats/X.J. Kennedy/Jane Kenyon/Galway Kinnell/Maxine Kumin/Kate Light/Henry Wadsworth Longfellow/Louis MacNeice/Hilaire Belloc/Herman Melville/W.S. Merwin/Edna St. Vincent Millay/Howard Nemerov/Sharon Olds/Mary Oliver/Grace Paley/Lawrence Raab/Kenneth Rexroth/Wendell Berry/Carl Sandburg/John Berryman/Elizabeth Bishop/William Blake/Philip   Booth/Virginia Hamilton Adair/Liesl Mueller,4.14,eng,,2662,214,8/29/2006,Penguin Books,-,0,8,29,2006,21,51,,4.14,296.0,Penguin Books
Good Poem,Garrison Keillor,,eng,476.0,6060,389,8/26/2003,,-,0,8,26,2003,21,1,от 100 до 500 стр.,3.95,476.0,Vintage
Managers Not MBAs: A Hard Look at the Soft Practice of Managing and Management Developmen,Henry Mintzberg,3.83,other,464.0,146,7,8/1/2005,Berrett-Koehler Publishers,-,0,8,1,2005,21,1,от 100 до 500 стр.,3.83,464.0,Berrett-Koehler Publishers
Hell No  We Won't Go! Resisting the Draft During the Vietnam Wa,Sherry Gershon Gottlieb,,eng,274.0,8,1,7/1/1991,Viking,-,0,7,1,1991,20,1,от 100 до 500 стр.,3.95,274.0,Viking
Marsha Is Only a Flower,Barbara Bottner,3.82,eng,48.0,20,1,4/1/2000,Random House Books for Young Readers,Marsha,2,4,1,2000,20,1,до 100 стр.,3.82,48.0,Random House Books for Young Readers
Almond Cookies & Dragon Well Te,Cynthia Chin-Lee/Youshan Tang,3.89,eng,37.0,9,0,5/1/1993,Polychrome Publishing Corporation,-,0,5,1,1993,20,2,до 100 стр.,3.89,37.0,Polychrome Publishing Corporation
The Empire of Ice Crea,Jeffrey Ford/Jonathan Carroll,,eng,320.0,426,37,4/1/2006,Golden Gryphon Press,-,0,4,1,2006,21,2,от 100 до 500 стр.,3.95,320.0,Golden Gryphon Press
The Fantasy Writer's Assistant and Other Storie,Jeffrey Ford,4.09,eng,247.0,207,23,8/1/2002,Golden Gryphon Press,-,0,8,1,2002,21,1,от 100 до 500 стр.,4.09,247.0,Golden Gryphon Press
Memorand,Jeffrey Ford/Jacques Guiod,3.9,other,253.0,206,13,12/10/2002,J'ai Lu,-,0,12,10,2002,21,2,от 100 до 500 стр.,3.9,253.0,J'ai Lu
The Mystical Poems of Rumi 1: First Selection  Poems 1-20,Rumi/A.J. Arberry,4.28,eng,,114,8,3/15/1974,University Of Chicago Press,-,0,3,15,1974,20,2,,4.28,296.0,University Of Chicago Press
Ruby Gloom's Guide to Friendshi,Matt Riser/Martin Hsu,4.36,eng,72.0,38,4,5/1/2005,Harry N. Abrams,-,0,5,1,2005,21,2,до 100 стр.,4.36,72.0,Harry N. Abrams
Slouching Toward Nirvan,Charles Bukowski/John   Martin,3.99,eng,288.0,1937,105,1/3/2006,Ecco,-,0,1,3,2006,21,2,от 100 до 500 стр.,3.99,288.0,Ecco
Mockingbird Wish Me Luc,Charles Bukowski,4.13,eng,160.0,1818,85,5/31/2002,,-,0,5,31,2002,21,1,от 100 до 500 стр.,4.13,160.0,Vintage
Seventeen and In-Betwee,Barthe DeClements,3.81,eng,176.0,227,8,8/1/1993,Puffin,-,0,8,1,1993,20,1,от 100 до 500 стр.,3.81,176.0,Puffin
How Do You Lose Those Ninth-grade Blues,Barthe DeClements,3.74,eng,144.0,10,1,4/1/1993,Puffin,-,0,4,1,1993,20,1,от 100 до 500 стр.,3.74,144.0,Puffin
The Man Who Smiled,Henning Mankell/Laurie Thompson,3.93,eng,325.0,14322,521,9/19/2006,The New Press,Kurt Wallander,4,9,19,2006,21,2,от 100 до 500 стр.,3.93,325.0,The New Press
Before the Frost,Henning Mankell/Ebba Segerberg,3.85,eng,375.0,8359,483,2/14/2006,Vintage Crime/Black Lizard,Linda Wallander,1,2,14,2006,21,2,от 100 до 500 стр.,3.85,375.0,Vintage Crime/Black Lizard
The Dogs of Riga,Henning Mankell/Laurie Thompson,,eng,,17060,1016,4/13/2004,Vintage Crime/Black Lizard,Kurt Wallander,2,4,13,2004,21,2,,3.95,296.0,Vintage Crime/Black Lizard
Sidetracked,Henning Mankell/Steven T. Murray,4.07,eng,432.0,15178,574,5/13/2003,Vintage Crime/Black Lizard,Kurt Wallander,5,5,13,2003,21,2,от 100 до 500 стр.,4.07,432.0,Vintage Crime/Black Lizard
The Return of the Dancing Maste,Henning Mankell/Laurie Thompson,3.91,other,406.0,5341,314,2/8/2005,Vintage Crime/Black Lizard,-,0,2,8,2005,21,2,от 100 до 500 стр.,3.91,406.0,Vintage Crime/Black Lizard
One Step Behind,Henning Mankell/Ebba Segerberg,4.09,eng,450.0,11885,481,4/3/2003,Vintage,Kurt Wallander,7,4,3,2003,21,2,от 100 до 500 стр.,4.09,450.0,Vintage
The White Lioness,Henning Mankell/Laurie Thompson,3.84,eng,576.0,12367,709,9/4/2003,Vintage,Kurt Wallander,3,9,4,2003,21,2,от 500 до 1000 стр.,3.84,576.0,Vintage
Black Like Us: A Century of Lesbian  Gay  and Bisexual African American Fictio,Devon W. Carbado/Evelyn C. White/Dwight A. McBride/Donald Weise,4.33,eng,600.0,127,16,5/28/2002,Cleis Press,-,0,5,28,2002,21,4,от 500 до 1000 стр.,4.33,600.0,Cleis Press
Dogged Pursuit,Lee Charles Kelley,3.86,eng,320.0,64,6,6/27/2006,,Jack and Jamie,5,6,27,2006,21,1,от 100 до 500 стр.,3.86,320.0,Vintage
To Collar a Killer,Lee Charles Kelley,3.76,eng,304.0,70,6,11/30/2004,Avon,Jack and Jamie,3,11,30,2004,21,1,от 100 до 500 стр.,3.76,304.0,Avon
A Nose for Murder,Lee Charles Kelley,3.52,eng,267.0,97,13,3/1/2003,Avon Books,Jack and Jamie,1,3,1,2003,21,1,от 100 до 500 стр.,3.52,267.0,Avon Books
Murder Unleashed,Lee Charles Kelley,3.95,eng,304.0,61,10,1/1/2004,Avon Books,Jack and Jamie,2,1,1,2004,21,1,от 100 до 500 стр.,3.95,304.0,Avon Books
How to Be Happy All the Tim,Paramahansa Yogananda,4.36,eng,167.0,317,19,6/1/2006,Crystal Clarity Publishers,-,0,6,1,2006,21,1,от 100 до 500 стр.,4.36,167.0,Crystal Clarity Publishers
Illuminata: A Return to Praye,Marianne Williamson,4.28,eng,301.0,2551,84,11/1/1995,Riverhead Books,-,0,11,1,1995,20,1,от 100 до 500 стр.,4.28,301.0,Riverhead Books
Ten Kids  No Pet,Ann M. Martin,3.91,eng,174.0,88,11,4/1/1989,Scholastic,-,0,4,1,1989,20,1,от 100 до 500 стр.,3.91,174.0,Scholastic
Encyclopedia of an Ordinary Lif,Amy Krouse Rosenthal,3.92,eng,240.0,5067,897,12/6/2005,Broadway Books,-,0,12,6,2005,21,1,от 100 до 500 стр.,3.92,240.0,Broadway Books
The OK Boo,Amy Krouse Rosenthal/Tom Lichtenheld,3.96,other,40.0,1019,189,4/24/2007,HarperCollins,-,0,4,24,2007,21,2,до 100 стр.,3.96,40.0,HarperCollins
Grey Eminenc,Aldous Huxley,4.16,other,320.0,196,14,4/7/2005,Vintage Classics,-,0,4,7,2005,21,1,от 100 до 500 стр.,4.16,320.0,Vintage Classics
Arms and Armor: A Pictorial Archive from Nineteenth-Century Source,Carol Belanger Grafton,3.96,eng,128.0,26,1,7/25/1995,Dover Publications,-,0,7,25,1995,20,1,от 100 до 500 стр.,3.96,128.0,Dover Publications
Bittersweet: Recipes and Tales from a Life in Chocolat,Alice Medrich/Deborah Jones,4.28,eng,378.0,359,25,11/15/2003,Artisan,-,0,11,15,2003,21,2,от 100 до 500 стр.,4.28,378.0,Artisan
Chocolate and the Art of Low-Fat Dessert,Alice Medrich,4.0,eng,,38,1,10/28/1994,Warner Books (NY),-,0,10,28,1994,20,1,,4.0,296.0,Warner Books (NY)
A Year in Chocolate: Four Seasons of Unforgettable Dessert,Alice Medrich,3.74,eng,152.0,28,1,10/24/2001,Warner Books (NY),-,0,10,24,2001,21,1,от 100 до 500 стр.,3.74,152.0,Warner Books (NY)
The Bread Baker's Apprentice: Mastering the Art of Extraordinary Brea,Peter Reinhart/Ron Manville,4.28,eng,320.0,8552,248,11/14/2001,Ten Speed Press,-,0,11,14,2001,21,2,от 100 до 500 стр.,4.28,320.0,Ten Speed Press
Beach Blanket Bad Boy,Linda Lael Miller/Alison Kent/Lucy Monroe/Jill Shalvis/Susanna Carr/Morgan Leigh,3.89,eng,352.0,1031,27,6/7/2005,Kensington,-,0,6,7,2005,21,6,от 100 до 500 стр.,3.89,352.0,Kensington
Epilepti,David B.,,eng,368.0,11891,534,7/4/2005,Pantheon,-,0,7,4,2005,21,1,от 100 до 500 стр.,3.95,368.0,Pantheon
The Beauty Myt,Naomi Wolf,3.89,eng,368.0,16760,909,9/24/2002,Harper Perennial,-,0,9,24,2002,21,1,от 100 до 500 стр.,3.89,368.0,Harper Perennial
How to Read Literature Like a Professo,Thomas C. Foster,3.65,eng,314.0,16550,1826,11/14/2014,Harper Perennial,-,0,11,14,2014,21,1,от 100 до 500 стр.,3.65,314.0,Harper Perennial
Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write The,Francine Prose,3.77,eng,297.0,7914,1094,4/10/2007,Harper Perennial,-,0,4,10,2007,21,1,от 100 до 500 стр.,3.77,297.0,Harper Perennial
Afte,Francine Prose,3.49,eng,352.0,1782,268,5/11/2004,HarperTeen,-,0,5,11,2004,21,1,от 100 до 500 стр.,3.49,352.0,HarperTeen
Household Saint,Francine Prose,3.7,other,272.0,370,47,4/1/2003,,-,0,4,1,2003,21,1,от 100 до 500 стр.,3.7,272.0,Vintage
He Came to Set the Captives Fre,Rebecca  Brown,4.09,other,,1598,168,7/1/1992,Whitaker House,-,0,7,1,1992,20,1,,4.09,296.0,Whitaker House
A Long Way from Chicago,Richard Peck,3.94,eng,160.0,30141,2106,4/12/2004,Puffin Books,A Long Way from Chicago,1,4,12,2004,21,1,от 100 до 500 стр.,3.94,160.0,Puffin Books
The Dreadful Future of Blossom Culp,Richard Peck,3.78,eng,,561,37,4/23/2001,Puffin,Blossom Culp,3,4,23,2001,21,1,,3.78,296.0,Puffin
A Year Down Yonder,Richard Peck,4.11,eng,160.0,26143,1638,11/21/2002,Puffin Books,A Long Way from Chicago,2,11,21,2002,21,1,от 100 до 500 стр.,4.11,160.0,Puffin Books
Matilda Bon,Karen Cushman/Trina Schart Hyman,3.74,eng,176.0,3061,215,3/12/2002,Yearling,-,0,3,12,2002,21,2,от 100 до 500 стр.,3.74,176.0,Yearling
The Full Matild,David Haynes,4.0,eng,384.0,46,5,5/11/2004,Broadway Books,-,0,5,11,2004,21,1,от 100 до 500 стр.,4.0,384.0,Broadway Books
Tuscan Countess: The Life and Extraordinary Times of Matilda of Canoss,Michele K. Spike,3.68,eng,312.0,51,10,9/28/2004,Vendome Press,-,0,9,28,2004,21,1,от 100 до 500 стр.,3.68,312.0,Vendome Press
Hanniba,Theodore Ayrault Dodge/Ian M. Cuthbertson,4.13,eng,592.0,19,2,7/16/2005,Barnes  Noble,-,0,7,16,2005,21,2,от 500 до 1000 стр.,4.13,592.0,Barnes  Noble
Hannibal's Childre,John Maddox Roberts,3.68,eng,359.0,204,18,3/25/2003,Berkley Publishing Group,-,0,3,25,2003,21,1,от 100 до 500 стр.,3.68,359.0,Berkley Publishing Group
Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic Wa,John Prevas,3.83,other,256.0,91,11,9/17/2001,Da Capo Press,-,0,9,17,2001,21,1,от 100 до 500 стр.,3.83,256.0,Da Capo Press
Hannibal: Enemy Of Rom,Leonard Cottrell,3.89,eng,248.0,129,17,8/22/1992,Da Capo Press,-,0,8,22,1992,20,1,от 100 до 500 стр.,3.89,248.0,Da Capo Press
Young Goodman Brown and Other Short Storie,Nathaniel Hawthorne,3.86,eng,111.0,9101,126,2/5/1992,Dover Publications,-,0,2,5,1992,20,1,от 100 до 500 стр.,3.86,111.0,Dover Publications
A Patchwork Plane,Anne Tyler,3.79,eng,320.0,11355,571,5/1/2001,Ballantine Books,-,0,5,1,2001,21,1,от 100 до 500 стр.,3.79,320.0,Ballantine Books
A Slipping-Down Lif,Anne Tyler,3.61,eng,192.0,3335,142,5/4/2004,Ballantine Books,-,0,5,4,2004,21,1,от 100 до 500 стр.,3.61,192.0,Ballantine Books
"The Hound of the Baskervilles: Another Adventure of Sherlock Holmes  with ""the Adventure of the Speckled Band",Arthur Conan Doyle/Francis O'Gorman,4.11,eng,300.0,1356,32,1/10/2006,Broadview Press Inc,-,0,1,10,2006,21,2,от 100 до 500 стр.,4.11,300.0,Broadview Press Inc
John Hammond on Record: An Autobiograph,John   Hammond/Irving Townsend,4.06,eng,432.0,27,2,2/26/1981,Penguin Books,-,0,2,26,1981,20,2,от 100 до 500 стр.,4.06,432.0,Penguin Books
Always Remember Me: How One Family Survived World War I,Marisabina Russo,4.13,other,48.0,135,37,4/1/2005,Atheneum Books for Young Readers,-,0,4,1,2005,21,1,до 100 стр.,4.13,48.0,Atheneum Books for Young Readers
Un rôle qui me convien,Richard Russo/Jean-Luc Piningre,4.02,other,430.0,6,0,8/29/2002,Éditions 10/18,-,0,8,29,2002,21,2,от 100 до 500 стр.,4.02,430.0,Éditions 10/18
Monkey,Susan Minot,,eng,176.0,1219,105,8/8/2000,Vintage,-,0,8,8,2000,20,1,от 100 до 500 стр.,3.95,176.0,Vintage
Evenin,Susan Minot,3.37,eng,288.0,3765,550,9/7/1999,Vintage,-,0,9,7,1999,20,1,от 100 до 500 стр.,3.37,288.0,Vintage
Three Genres: Writing Fiction/Literary Nonfiction  Poetry  and Dram,Stephen Minot,,eng,476.0,36,3,7/1/2006,Prentice Hall,-,0,7,1,2006,21,1,от 100 до 500 стр.,3.95,476.0,Prentice Hall
The Tiny On,Eliza Minot,3.68,eng,258.0,248,43,10/17/2000,Vintage,-,0,10,17,2000,20,1,от 100 до 500 стр.,3.68,258.0,Vintage
The Naked Consumer: How Our Private Lives Become Public Commoditie,Erik  Larson,3.71,eng,288.0,163,18,2/1/1994,Penguin Books,-,0,2,1,1994,20,1,от 100 до 500 стр.,3.71,288.0,Penguin Books
Artful Paper Dolls: New Ways to Play with a Traditional For,Terry  Taylor,4.07,eng,144.0,59,5,8/1/2006,Lark Books,-,0,8,1,2006,21,1,от 100 до 500 стр.,4.07,144.0,Lark Books
The Meanest Doll in the World,Ann M. Martin/Laura Godwin/Brian Selznick,3.96,other,304.0,5717,417,5/15/2005,Little  Brown Books for Young Readers,Doll People,2,5,15,2005,21,3,от 100 до 500 стр.,3.96,304.0,Little  Brown Books for Young Readers
Riding the Bus with My Sister: A True Life Journe,Rachel Simon,,eng,,5226,771,8/26/2003,,-,0,8,26,2003,21,1,,3.95,296.0,Vintage
Beatrice's Goa,Page McBrier/Lori Lohstoeter/Hillary Rodham Clinton,4.25,eng,40.0,546,113,7/1/2004,Aladdin,-,0,7,1,2004,21,3,до 100 стр.,4.25,40.0,Aladdin
Leonardo's Swan,Karen Essex,3.72,eng,351.0,5473,230,1/9/2007,Anchor Books,-,0,1,9,2007,21,1,от 100 до 500 стр.,3.72,351.0,Anchor Books
The Notebooks of Leonardo da Vinc,Leonardo da Vinci/Irma A. Richter,3.93,eng,432.0,70,2,1/28/1999,,-,0,1,28,1999,20,2,от 100 до 500 стр.,3.93,432.0,Vintage
Leonardo on Painting: An Anthology of Writings by Leonardo da Vinci; With a Selection of Documents Relating to his Career as an Artis,Leonardo da Vinci/Martin Kemp,4.17,eng,336.0,120,4,8/11/2001,Yale University Press,-,0,8,11,2001,21,2,от 100 до 500 стр.,4.17,336.0,Yale University Press
Bone In The Throa,Anthony Bourdain,,eng,290.0,30,4,4/30/2002,Canongate Books,-,0,4,30,2002,21,1,от 100 до 500 стр.,3.95,290.0,Canongate Books
Gone Bambo,Anthony Bourdain,,eng,286.0,1066,74,5/1/2002,Canongate Books,-,0,5,1,2002,21,1,от 100 до 500 стр.,3.95,286.0,Canongate Books
The Family That Couldn't Sleep: A Medical Myster,D.T. Max,,eng,299.0,237,48,9/11/2007,Random House Trade Paperbacks,-,0,9,11,2007,21,1,от 100 до 500 стр.,3.95,299.0,Random House Trade Paperbacks
Dear Genius: The Letters of Ursula Nordstro,Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak,4.4,eng,406.0,533,112,3/31/2000,HarperCollins,-,0,3,31,2000,20,3,от 100 до 500 стр.,4.4,406.0,HarperCollins
The Whalestoe Letter,Mark Z. Danielewski,4.04,eng,83.0,2112,96,10/10/2000,Pantheon,-,0,10,10,2000,20,1,до 100 стр.,4.04,83.0,Pantheon
The Thief,Megan Whalen Turner,3.88,eng,220.0,97,17,1/28/1998,San Val,The Queen's Thief,1,1,28,1998,20,1,от 100 до 500 стр.,3.88,220.0,San Val
Instead of Three Wishe,Megan Whalen Turner,3.78,eng,160.0,923,112,8/8/2006,Greenwillow Books,-,0,8,8,2006,21,1,от 100 до 500 стр.,3.78,160.0,Greenwillow Books
The Queen of Attolia,Megan Whalen Turner,4.19,eng,362.0,31060,2786,1/24/2006,Eos,The Queen's Thief,2,1,24,2006,21,1,от 100 до 500 стр.,4.19,362.0,Eos
The King of Attolia,Megan Whalen Turner,4.37,eng,387.0,28480,2309,1/24/2006,Greenwillow Books,The Queen's Thief,3,1,24,2006,21,1,от 100 до 500 стр.,4.37,387.0,Greenwillow Books
Firebirds: An Anthology of Original Fantasy and Science Fictio,Sharyn November/Lloyd Alexander/Emma Bull/Charles Vess/Michael Cadnum/Kara Dalkey/Nancy Farmer/Nina Kiriki Hoffman/Diana Wynne Jones/Patricia A. McKillip/Garth Nix/Meredith Ann Pierce/Delia Sherman/Sherwood Smith/Nancy Springer/Megan Whalen Turner/Elizabeth Wein/Laurel Winter,3.96,eng,432.0,3464,153,5/5/2005,Firebird,-,0,5,5,2005,21,18,от 100 до 500 стр.,3.96,432.0,Firebird
Herzog on Herzo,Paul Cronin,4.45,eng,352.0,1373,93,7/9/2003,Farrar  Straus and Giroux,-,0,7,9,2003,21,1,от 100 до 500 стр.,4.45,352.0,Farrar  Straus and Giroux
Vesc,Arthur Herzog III,4.0,eng,408.0,6,3,3/11/2003,iUniverse,-,0,3,11,2003,21,1,от 100 до 500 стр.,4.0,408.0,iUniverse
Encore Provence: New Adventures in the South of Franc,Peter Mayle,4.0,eng,240.0,9980,254,4/25/2000,Vintage,-,0,4,25,2000,20,1,от 100 до 500 стр.,4.0,240.0,Vintage
Confessions of a French Baker: Breadmaking Secrets  Tips  and Recipe,Peter Mayle/Gerard Auzet,3.64,other,91.0,405,52,10/25/2005,Alfred A. Knopf,-,0,10,25,2005,21,2,до 100 стр.,3.64,91.0,Alfred A. Knopf
A Year in Provenc,Peter Mayle,3.96,eng,207.0,54963,2554,6/4/1991,Vintage,-,0,6,4,1991,20,1,от 100 до 500 стр.,3.96,207.0,Vintage
How to Breathe Underwate,Julie Orringer,3.96,eng,222.0,194,34,4/7/2005,Penguin,-,0,4,7,2005,21,1,от 100 до 500 стр.,3.96,222.0,Penguin
Maggie: A Girl of the Streets and Other Short Fictio,Stephen Crane/Jayne Anne Phillips,,eng,240.0,517,37,11/1/2006,Bantam Classics,-,0,11,1,2006,21,2,от 100 до 500 стр.,3.95,240.0,Bantam Classics
